,date,Unnamed: 0.1,State,District,Varity,Arrival,Min_Price,max_price,model price,year,month
0,2008-01-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2008,1
1,2008-02-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2008,2
2,2008-03-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2008,3
3,2008-04-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2008,4
4,2008-05-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2008,5
5,2008-06-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2008,6
6,2008-07-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2008,7
7,2008-08-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2008,8
8,2008-09-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2008,9
9,2008-10-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2008,10
10,2008-11-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2008,11
11,2008-12-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2008,12
12,2009-01-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2009,1
13,2009-02-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2009,2
14,2009-03-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2009,3
15,2009-04-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2009,4
16,2009-05-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2009,5
17,2009-06-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2009,6
18,2009-07-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2009,7
19,2009-08-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2009,8
20,2009-09-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2009,9
21,2009-10-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2009,10
22,2009-11-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2009,11
23,2009-12-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2009,12
24,2010-01-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2010,1
25,2010-02-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2010,2
26,2010-03-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2010,3
27,2010-04-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2010,4
28,2010-05-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2010,5
29,2010-06-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2010,6
30,2010-07-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2010,7
31,2010-08-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2010,8
32,2010-09-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2010,9
33,2010-10-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2010,10
34,2010-11-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2010,11
35,2010-12-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2010,12
36,2011-01-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2011,1
37,2011-02-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2011,2
38,2011-03-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2011,3
39,2011-04-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2011,4
40,2011-05-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2011,5
41,2011-06-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2011,6
42,2011-07-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2011,7
43,2011-08-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2011,8
44,2011-09-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2011,9
45,2011-10-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2011,10
46,2011-11-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2011,11
47,2011-12-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2011,12
48,2012-01-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2012,1
49,2012-02-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2012,2
50,2012-03-01,367404.0,Punjab,Muktsar,Maize,1000.0,2450.0,2745.0,2685.0,2012,3
51,2012-04-01,367700.0,Punjab,Muktsar,Maize,1000.0,2400.0,2830.0,2790.0,2012,4
52,2012-05-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2012,5
53,2012-06-01,368289.0,Punjab,Muktsar,Maize,750.0,2430.0,2835.0,2780.0,2012,6
54,2012-07-01,368565.0,Punjab,Muktsar,Maize,75.0,2430.0,2830.0,2770.0,2012,7
55,2012-08-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2012,8
56,2012-09-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2012,9
57,2012-10-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2012,10
58,2012-11-01,369484.0,Punjab,Muktsar,Maize,20.0,2870.0,3100.0,2925.0,2012,11
59,2012-12-01,369762.0,Punjab,Muktsar,Maize,25.0,2650.0,2970.0,2880.0,2012,12
60,2013-01-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2013,1
61,2013-02-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2013,2
62,2013-03-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2013,3
63,2013-04-01,,Punjab,Muktsar,Maize,502.6666666666667,2392.1666666666665,2689.5666666666666,2583.3,2013,4
